category_name,item_id,item_name,price,item_code,barcode,tags,inventory_tags
Beverages - المشروبات  ,1415655,Laban Ayran لبن عيران ,3.0,"","","",Finished Good
FF Manakish,2803155,Lahm bi ajeen,21.0,"","","",Recipe
Manakish,2595226,Lahm bi ajeen,21.0,"","","",Recipe
Cold Beverages,2185090,Mirinda,6.0,"","","",""
FF Beverages,1000253,Mirinda,6.0,"","","",Finished Good
Manakish - مناقيش,2580068,Muhammara  محمرة ,9.0,"","","",Recipe
Dishes - الأطباق ,2321071,Mutabbal pl. Large صحن متبل كبير ,21.0,"","","",Recipe
Add ons - إضافات,1415445,Add Fries اضافة بطاطا ,1.0,"","","",Recipe
Dishes - الأطباق ,2604706,Balila pl. Large صحن بليلة كبير ,18.0,"","","",Recipe
Plain Items & Sides-  علب سادة و أطباق جانبية ,2604739,Boiled Foul Large  فول حب سادة كبير ,17.0,"","","",Recipe
Dishes,1000239,Chili Potatoes,28.0,"","","",Recipe
Falafels - الفلافل ,2176016,Classic Falafel 6 pcs فلافل كلاسيكية 6 قطع,5.0,"","","",Recipe
KAAK Buns - كعك بالسمسم ,1871840,Falafel Mix KAAK فلافل مشكل كعك,9.0,"","","",Recipe
Pockets - البوكيت,1415622,Falafel Mix Pocketفلافل مشكل بوكيت,7.0,"","","",Recipe
Sandwiches - السندويشات,1415576,Falafel Mix s/w فلافل مع مقالي ساندويتش,7.0,"","","",Recipe
Tanoor Wraps - راب التنور  ,1415577, Falafel Mix Wrap فلافل مع مقالي راب,12.0,"","","",Recipe
CK Items - طلبيات الأفرع,2788406,FF Tahina crownies bucket net KG 6.5 طحينة خام درام صافي كجم,80.0,"","","",Recipe
Beverages - المشروبات  ,1415656,Laban Ayran w/ Mint لبن عيران بالنعناع ,3.0,"","","",Finished Good
FF Manakish,2803156,Lahm bi ajeen with cheese,25.0,"","","",Recipe
Manakish,2610928,Lahm bi ajeen with cheese,25.0,"","","",Recipe
Sandwiches,2409780,Lebanese Fries Sandwich,13.0,"","","",Recipe
Sharing boxes - البوكسات ,2182459,Liver Sliders 12 كبدة سلايدرز,36.0,"","","",Recipe
FF Beverages,1000252,Mountain Dew,6.0,"","","",Finished Good
Cold Beverages,2185092,Mountain Dew,6.0,"","","",""
Manakish - مناقيش,2580063,Triple Cheese مكس جبنة,14.0,"","","",Recipe
Manakish,2611250,5 Manakish Bundle,69.0,"","","",Recipe
FF Manakish,2803158,5 Manakish Bundle,69.0,"","","",Recipe
Add ons - إضافات,1415447,Add Hummus اضافة حمص ,1.0,"","","",Recipe
Dishes - الأطباق ,2184772,Balila pl. صحن بليلة ,13.0,"","","",Recipe
Falafels - الفلافل ,2176017,Classic Falafel 12 pcs فلافل كلاسيكية 12 قطع,9.0,"","","",Recipe
CK Items - طلبيات الأفرع,2788404,FF Sesame 1 KG | سمسم نيء 1كجم  ,12.0,"","","",Recipe
Sandwiches,1000209,Foul Sandwich,10.0,"","","",Recipe
Sharing boxes - البوكسات ,2182456,Foul Sliders 12 فول سلايدرز,23.0,"","","",Recipe
Dishes,1000236,Fried Vegetables,30.0,"","","",Recipe
Plain Items & Sides-  علب سادة و أطباق جانبية ,2902465,Garlic paste  S كريم ثوم صغير,7.0,"","","",Recipe
Manakish - مناقيش,2580058,Labneh لبنة,10.0,"","","",Recipe
Beverages - المشروبات  ,1415646,Mineral Water مياه معدنية ,2.0,"","","",Finished Good
FF Beverages,1000247,Pepsi,6.0,"","","",Finished Good
Cold Beverages,2185100,Pepsi,6.0,"","","",""
KAAK Buns - كعك بالسمسم ,2837890,Stuffed Falafel KAAK فلافل محشية كعك,10.0,"","","",Recipe
Pockets - البوكيت,2182355,Stuffed Falafel Pocket فلافل محشي بوكيت ,7.0,"","","",Recipe
Sandwiches - السندويشات,1415580,Stuffed Falafel s/w فلافل محشية ساندويتش,8.0,"","","",Recipe
Tanoor Wraps - راب التنور  ,2837137,Stuffed Falafel Wrap فلافل محشية راب,12.0,"","","",Recipe
FF Manakish,2803159,3 Manakish Bundle,49.0,"","","",Recipe
Manakish,2611209,3 Manakish Bundle,49.0,"","","",Recipe
Add ons - إضافات,2129120,Add pomegranate  إضافة رمان حب  ,1.0,"","","",Recipe
Sharing boxes - البوكسات ,2265357,Cauliflower Sliders 12 قرنبيط سلايدرز,28.0,"","","",Recipe
KAAK Buns - كعك بالسمسم ,2837892,Falafel w/ foul KAAK فلافل مع فول كعك,11.0,"","","",Recipe
Pockets - البوكيت,2837445,Falafel w/ foul Pocket فلافل مع فول بوكيت,8.0,"","","",Recipe
Sandwiches - السندويشات,1415585,Falafel w/ hummus s/w فلافل مع حمص ساندويتش,6.0,"","","",Recipe
Tanoor Wraps - راب التنور  ,1415586,Falafel w/ hummus Wrap فلافل مع حمص راب,12.0,"","","",Recipe
Dishes - الأطباق ,1415521,Fatteh pl. صحن فتة حمص,25.0,"","","",Recipe
CK Items - طلبيات الأفرع,2788403,FF Spicy Falafel Stuffing 1 kg (CK) | حشوة فلافل حارة ١ كجم (مطبخ),4.0,"","","",Recipe
Dishes,1000238,French Fries,18.0,"","","",Recipe
Plain Items & Sides-  علب سادة و أطباق جانبية ,2265311,Garlic paste  M   كريم ثوم وسط,14.0,"","","",Recipe
Beverages - المشروبات  ,1415651,Mirinda ميراندا ,4.0,"","","",Finished Good
FF Beverages,1000257,Small Mineral Water,3.0,"","","",""
Cold Beverages,2185103,Small Mineral Water,3.0,"","","",""
Falafels - الفلافل ,2176025,Spicy Stuffed Falafel 3 pcs  فلافل محشية بالشطة3  قطع,8.0,"","","",Recipe
Manakish - مناقيش,2580056,Zaatar & Labneh زعتر و لبنة,11.0,"","","",Recipe
Add ons - إضافات,1415446,Add Foul اضافة فول ,1.0,"","","",Recipe
Sharing boxes - البوكسات ,2265344,Chili potatoes Sliders 12 بطاطا حارة سلايدرز,28.0,"","","",Recipe
Sandwiches - السندويشات,1415587,Falafel w/ foul s/w فلافل مع فول ساندويتش,8.0,"","","",Recipe
Tanoor Wraps - راب التنور  ,2837143,Falafel w/ foul Wrap فلافل مع فول راب ,13.0,"","","",Recipe
CK Items - طلبيات الأفرع,2788402,FF Summac 1 KG | سماق 1كجم  ,12.0,"","","",Recipe
KAAK Buns - كعك بالسمسم ,2321073,Foul KAAK فول كعك,9.0,"","","",Recipe
Pockets - البوكيت,1415626,Foul Pocket فول بوكيت ,6.0,"","","",Recipe
Plain Items & Sides-  علب سادة و أطباق جانبية ,2902446,Garlic paste Large  كريم ثوم كبير,20.0,"","","",""
Dishes - الأطباق ,1415542,Musabbaha pl. صحن مسبحة ,18.0,"","","",Recipe
CK Items - طلبيات الأفرع,2895220,Sodium carbonate 1 KG | كربونات الصوديوم1كجم  ,6.0,"","","",Recipe
Falafels - الفلافل ,2176020,Spicy Stuffed Falafel 6 pcs فلافل محشية بالشطة 6 قطع,15.0,"","","",Recipe
Manakish - مناقيش,2580055,Zaatar & Cheese زعتر و جبنة,12.0,"","","",Recipe
---------- ALL,1415448,دليفري Delivery ,1.0,"","","",""
Manakish - مناقيش,2580054,Akkawi Cheese جبنة عكاوي,13.0,"","","",Recipe
KAAK Buns - كعك بالسمسم ,1871839,Chicken Liver KAAK كبدة  دجاج كعك,12.0,"","","",Recipe
Pockets - البوكيت,1415624,Chicken Liver Pocketكبدةدجاج بوكيت ,13.0,"","","",Recipe
Falafels - الفلافل ,2176030,Creamy Cheese Falafel 3 pcs فلافل بالجبنة 3 قطع  ,11.0,"","","",Recipe
Sharing boxes - البوكسات ,1772504,Falafel Sliders box small 6 فلافل سلايدرز صغير,15.0,"","","",Recipe
CK Items - طلبيات الأفرع,2788400,FF Tanoor bread 1 pc| 1قطعة خبز تنور,0.5,"","","",Recipe
Sandwiches - السندويشات,1415592,Foul s/w فول ساندويتش,6.0,"","","",Recipe
Tanoor Wraps - راب التنور  ,1415593,Foul Wrap فول راب,12.0,"","","",Recipe
Dishes - الأطباق ,1415572,Musabbaha pl. Large صحن مسبحة كبير ,21.0,"","","",Recipe
Plain Items & Sides-  علب سادة و أطباق جانبية ,2902466,Tahini sauce S صوص طحينة صغير,6.0,"","","",Recipe
Add ons - إضافات,1415612,"إضافة لحم للأطباق و سندويشات التنور و الكعك  Add Meat to dishes, Tanoor , KAAK",10.0,"","","",Recipe
Sandwiches - السندويشات,1415604,Chicken Liver s/w كبدة دجاج ساندويتش,13.0,"","","",Recipe
Tanoor Wraps - راب التنور  ,1415607, Chicken Liver wrap كبدة دجاج راب,19.0,"","","",Recipe
Falafels - الفلافل ,2176028,Creamy Cheese Falafel 6 pcs  فلافل بالجبنة 6 قطع,21.0,"","","",Recipe
CK Items - طلبيات الأفرع,2788399,FF Tabbouleh –  Portion (CK) | تبولة –حصة فردية (مطبخ),9.0,"","","",""
Dishes - الأطباق ,1415534,Hummus pl.  صحن حمص ,18.0,"","","",Recipe
KAAK Buns - كعك بالسمسم ,1871833, Musakhan KAAK مسخن كعك,12.0,"","","",Recipe
Pockets - البوكيت,1415628,Musakhan Pocket مسخن بوكيت ,13.0,"","","",Recipe
Sharing boxes - البوكسات ,2182373, Slider box Half Falafel Half foulسلايدر نص فلافل نص فول,35.0,"","","",Recipe
Plain Items & Sides-  علب سادة و أطباق جانبية ,2265315,Tahini sauce M صوص طحينةوسط,12.0,"","","",Recipe
Manakish - مناقيش,2580053,Zaatar زعتر,9.0,"","","",Recipe
Add ons - إضافات,2206010, إضافة لحم مفروم للسندويشات الصغيرةAdd Meat to small sandwiches,5.0,"","","",Recipe
Add ons - إضافات,1841570,ِAdd muttabal إضافة متبل ,1.0,"","","",Recipe
Falafels - الفلافل ,2395380,Cheddar Cheese Falafel 3 pcs فلافل بالشيدر 3 قطع,11.0,"","","",Recipe
Sandwiches - السندويشات,1415599,Chicken Musakhan s/w دجاج مسخن ساندويتش,13.0,"","","",Recipe
Tanoor Wraps - راب التنور  ,1415600,Chicken Musakhan Wrap دجاج مسخن راب,20.0,"","","",Recipe
CK Items - طلبيات الأفرع,2788397,FF Tatbelah Sauce 1 kg (CK) | صوص تتبيلة ١ كجم (مطبخ),6.0,"","","",Recipe
Dishes - الأطباق ,1415569,Hummus pl. Large صحن حمص كبير ,19.0,"","","",Recipe
KAAK Buns - كعك بالسمسم ,2830493,Plain French Fries KAAK بطاطا مقلية سادة كعك,9.0,"","","",Recipe
Pockets - البوكيت,2830516,Plain French Fries pocket بطاطا مقليةسادة بوكت,7.0,"","","",Recipe
Sharing boxes - البوكسات ,2630640,Slider box Half Falafel Half fried veggies سلايدر نص فلافل نص مقالي,38.0,"","","",Recipe
Plain Items & Sides-  علب سادة و أطباق جانبية ,2902456,Tahini sauce Large  صوص طحينةكبير,18.0,"","","",""
Falafels - الفلافل ,2395382,Cheddar Cheese Falafel 6 pcs فلافل بالشيدر 6 قطع,21.0,"","","",Recipe
Plain Items & Sides-  علب سادة و أطباق جانبية ,2206109,Coleslaw S  سلطة مايونيز صغير,8.0,"","","",Recipe
CK Items - طلبيات الأفرع,2788393,FF Hummus 2 kg (CK) | حمص ٢ كجم (مطبخ مركزي),10.0,"","","",""
KAAK Buns - كعك بالسمسم ,2182357,Fried Veggies  KAAK مقالي كعك,9.0,"","","",Recipe
Pockets - البوكيت,1415634,Fried Veggies Pocketمقالي بوكيت,7.0,"","","",Recipe
Dishes - الأطباق ,2265297,Hummus  w/ Liver pl. صحن حمص بالكبدة ,26.0,"","","",Recipe
Dishes - الأطباق ,3199654,Hummus  w/ Musakhan pl. صحن حمص بالمسخن ,29.0,"","","",""
Sandwiches - السندويشات,2321079,Plain French Fries s/w بطاطا مقليةسادة ساندويتش,7.0,"","","",Recipe
Tanoor Wraps - راب التنور  ,2830467,Plain French Fries Wrap بطاطا مقلية سادة راب,11.0,"","","",Recipe
Sharing boxes - البوكسات ,2182375, Slider box Half Falafel Half Liver سلايدر نص فلافل نص كبدة,29.0,"","","",Recipe
Plain Items & Sides-  علب سادة و أطباق جانبية ,2206111,Coleslaw M  سلطة مايونيز وسط,16.0,"","","",Recipe
CK Items - طلبيات الأفرع,2788392,FF Tahina Sauce 10 kg (CK) | صوص طحينة ١٠ كجم (مطبخ ),50.0,"","","",Recipe
Pockets - البوكيت,2604681,Fried eggs Pocket بيض مقلي بوكيت,9.0,"","","",Recipe
Sandwiches - السندويشات,1415597,Fried Veggies s/w مقالي مشكّل ساندويتش,7.0,"","","",Recipe
Tanoor Wraps - راب التنور  ,1415598, Fried Veggies Wrap مقالي مشكّل راب,12.0,"","","",Recipe
Dishes - الأطباق ,2604709,Hummus w/ Liver pl. Large صحن حمص بالكبدة كبير ,29.0,"","","",Recipe
Sharing boxes - البوكسات ,2182374,Slider box Half Falafel Half meat سلايدر نص فلافل نص حمص باللحم,29.0,"","","",Recipe
Pockets - البوكيت,2604684,Eggs & Tomato Pocket بيض و بندورة بوكيت,11.0,"","","",Recipe
CK Items - طلبيات الأفرع,2788391,FF Musakhan 1 kg (CK) |  مسخن ١ كجم (مطبخ ),19.05,"","","",Recipe
Dishes - الأطباق ,1415540,Hummus w/ Meat pl. صحن حمص باللحم ,27.0,"","","",Recipe
Sharing boxes - البوكسات ,1959260,Slider box Half Falafel Half سلايدر نص فلافل نص مسخن,29.0,"","","",Recipe
Plain Items & Sides-  علب سادة و أطباق جانبية ,2206022,Vegetables Slices S  شرائح الخضار صغير,5.0,"","","",Recipe
CK Items - طلبيات الأفرع,2788390,FF Muttabal 1 kg (CK) | متبل ١ كجم (مطبخ),13.0,"","","",Recipe
Dishes - الأطباق ,2604707,Hummus w/ Meat pl. Large صحن حمص باللحم كبير ,35.0,"","","",Recipe
Plain Items & Sides-  علب سادة و أطباق جانبية ,2129124,Vegetable slices M شرائح الخضار وسط,10.0,"","","",Recipe
CK Items - طلبيات الأفرع,2788389,FF Rectangular yellow sticker   ستيكر أصفر مستطيل roll 1 رول,110.0,"","","",""
Dishes - الأطباق ,1415537,Hummus with Nuts pl. صحن حمص بالمكسرات ,16.0,"","","",Recipe
Plain Items & Sides-  علب سادة و أطباق جانبية ,2206068,Pickles Sمخلل صغير,5.0,"","","",Recipe
CK Items - طلبيات الأفرع,2788388,FF Sandwich sticker  ستيكر سندويش roll 1 رول,62.0,"","","",""
Dishes - الأطباق ,2604728, Hummus with Nuts pl. Large صحن حمص بالمكسرات كبير,23.0,"","","",Recipe
Plain Items & Sides-  علب سادة و أطباق جانبية ,2129125,Pickles M  مخلل وسط,10.0,"","","",Recipe
CK Items - طلبيات الأفرع,2788384,FF Salt 1 KG | ملح ناعم 1كجم  ,0.75,"","","",Recipe
Dishes - الأطباق ,1415538,Hummus Beiruty  pl. صحن حمص بيروتي ,20.0,"","","",Recipe
CK Items - طلبيات الأفرع,2831445,FF Chickpeas 14 mm KG 25  حمص حب شوال كجم,155.0,"","","",Recipe
CK Items - طلبيات الأفرع,2795906,FF Fava Beans KG 20 فول حب شوال كجم,105.0,"","","",Recipe
Dishes - الأطباق ,2604721,Hummus Beiruty pl. Large صحن حمص بيروتي كبير ,23.0,"","","",Recipe
CK Items - طلبيات الأفرع,2788382,FF olive oil 1 crtn liters 10  زيت زيتون 1 كرتون لتر,140.0,"","","",Recipe
Dishes - الأطباق ,1415519,Hummus w/ Foul pl. صحن حمص مع فول(قدسية) ,19.0,"","","",Recipe
Dishes - الأطباق ,2604710,Hummus w/ Foul pl. Large صحن حمص مع فول(قدسية) كبير ,23.0,"","","",Recipe
Dishes - الأطباق ,1415513,Foul Egyptian pl. صحن فول مصري ,18.0,"","","",Recipe
Dishes - الأطباق ,1415570,Foul Egyptian pl. Large صحن فول مصري كبير ,19.0,"","","",Recipe
Dishes - الأطباق ,1415516,Foul Lebanese pl. صحن فول لبناني ,18.0,"","","",Recipe
Dishes - الأطباق ,2604768,Foul Lebanese pl. Large صحن فول لبناني كبير ,19.0,"","","",Recipe
Dishes - الأطباق ,2265302,Foul with oil pl. صحن فول بالزيت ,18.0,"","","",Recipe
Dishes - الأطباق ,2604741,Foul with oil pl. Large صحن فول بالزيت كبير ,19.0,"","","",Recipe
Dishes - الأطباق ,2265305,Foul Yoghurt pl. فول باللبن صحن ,18.0,"","","",Recipe
Dishes - الأطباق ,2604742, Foul Yoghurt pl. Large صحن فول باللبن كبير  ,19.0,"","","",Recipe
